"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"mmu04725","mmu04725","Cholinergic synapse - Mus musculus (house mouse)",64,0.535958952641831,1.859140966647,0.000213844624284042,0.00175818023812481,0.00101362293890272,2169,"tags=48%, list=20%, signal=39%","Plcb1/Fyn/Pik3r6/Adcy7/Bcl2/Gng2/Kcnj2/Itpr1/Gnaq/Gngt2/Prkcb/Itpr3/Map2k1/Pik3cd/Camk2g/Gnb1/Fos/Jak2/Kras/Adcy4/Akt1/Kcnq3/Creb3l2/Cacna1d/Mapk3/Prkacb/Plcb3/Gng10/Akt3/Pik3r2/Adcy9"
"mmu05162","mmu05162","Measles - Mus musculus (house mouse)",106,0.45205382854173,1.71834276097866,0.000216391413923053,0.00175818023812481,0.00101362293890272,2356,"tags=44%, list=22%, signal=35%","Cblb/Bcl2/Cdkn1b/Ccnd2/Msn/Stat2/Tyk2/Il2rg/Mx1/Ifih1/Rigi/Apaf1/Traf3/Tlr9/Nfkb1/Ikbke/Oas2/Eif2ak2/Stat5b/Stat3/Pik3cd/Irf7/Casp8/Oas1a/Oas3/Fos/Irf3/Bad/Tlr7/Cdk6/Akt1/Hspa8/Nfkbia/Mx2/Eif3h/Ccnd1/Chuk/Akt3/Fas/Rab9/Tab2/Pik3r2/Fcgr2b/Eif2ak4/Bbc3/Mavs/Tlr2"
"mmu04613","mmu04613","Neutrophil extracellular trap formation - Mus musculus (house mouse)",105,0.464007106302695,1.75839493799962,0.000231812645259062,0.00183753926119988,0.00105937486151767,2001,"tags=34%, list=18%, signal=28%","C3/Plcb1/Fcgr4/Itgal/Itgb2/H2az1/Raf1/Padi4/Vwf/Slc25a4/Ncf1/Slc25a5/Fpr2/Clec7a/Prkcb/Actg1/Fpr1/Nfkb1/Fcgr1/Map2k1/Pik3cd/Clcn3/C5ar1/Casp4/Rac1/Aqp9/Clcn5/Tlr7/Akt1/Itgb3/Mapk3/Hdac10/Plcb3/Vdac2/Gsdmd/Akt3"
"mmu03008","mmu03008","Ribosome biogenesis in eukaryotes - Mus musculus (house mouse)",68,-0.527303185855416,-1.8517352467561,0.000274615273079766,0.00212499913692676,0.00122510071699745,1069,"tags=26%, list=10%, signal=24%","Gar1/Tcof1/Gnl3l/Riok1/Rexo2/Drosha/Eif6/Dkc1/Efl1/Nat10/Rpp25l/Mphosph10/Tbl3/Heatr1/Rcl1/Afg2a/Pop7/Nop10"
"mmu04151","mmu04151","PI3K-Akt signaling pathway - Mus musculus (house mouse)",190,0.388738019424302,1.59824684697147,0.000336619736361709,0.00254421893761757,0.00146678856970341,1699,"tags=28%, list=16%, signal=24%","Fn1/Ddit4/Met/Pik3r6/Thbs1/Pik3ap1/Itga1/Bcl2/Itgb1/Cdkn1b/Ccnd2/Gng2/Pten/Raf1/Pdgfb/Nr4a1/Rxra/Vegfc/Il2rg/Col4a2/Vwf/Phlpp1/Bcl2l11/Gngt2/Ywhaz/Insr/Il3ra/Itga5/Itgav/Nfkb1/Ppp2r5c/Map2k1/Ywhae/Pik3cd/Hgf/Cd19/Csf1r/Gnb1/Rac1/Itgb7/Jak2/Itgb5/Bad/Fgfr1/Kras/Gdnf/Cdk6/Akt1/Sgk1/Creb3l2/Itgb3/Mapk3/Pdgfrb/Ccnd1"
"mmu04659","mmu04659","Th17 cell differentiation - Mus musculus (house mouse)",76,0.505388848011754,1.8013406522853,0.000364501371090659,0.00269233967282873,0.00155218287210855,3308,"tags=55%, list=30%, signal=39%","Nfatc3/Tgfbr1/Tyk2/Rxra/Ebi3/Il2rg/Ahr/Il6st/Tgfbr2/Smad3/Nfkb1/Stat5b/Stat3/H2-Ob/Fos/Ppp3r1/Jak2/Nfatc1/Hif1a/Nfkbia/H2-DMa/Il27/Mapk3/Nfkbie/H2-Eb1/Chuk/Irf4/Ifngr1/Hsp90aa1/Rora/Ppp3ca/Il4ra/H2-Eb2/Mapk11/Rela/Il1b/Ppp3cb/Hsp90ab1/H2-Oa/Jak3/H2-Aa/H2-Ab1"
"mmu04933","mmu04933","AGE-RAGE signaling pathway in diabetic complications - Mus musculus (house mouse)",70,0.504443020415406,1.78972570741375,0.000448052335631787,0.00303368768917356,0.00174897622242233,1850,"tags=36%, list=17%, signal=30%","Fn1/Plcb1/Bcl2/Cdkn1b/Tgfbr1/Vegfc/Col4a2/Tgfbr2/Smad3/Thbd/Prkcb/Nfkb1/Stat5b/Stat3/Pik3cd/Ccl2/Rac1/Jak2/Nfatc1/Kras/Akt1/Mapk3/Ccnd1/Col4a1/Plcb3"
"mmu04625","mmu04625","C-type lectin receptor signaling pathway - Mus musculus (house mouse)",89,0.475348860203608,1.7495746840024,0.000442889105979687,0.00303368768917356,0.00174897622242233,3058,"tags=48%, list=28%, signal=35%","Cblb/Nfatc3/Calm1/Stat2/Raf1/Itpr1/Ptpn11/Rras/Clec7a/Map3k14/Nfkb1/Ikbke/Itpr3/Pik3cd/Casp8/Ksr1/Nlrp3/Rhoa/Ppp3r1/Nfatc1/Kras/Akt1/Nfkbia/Mapk3/Fcer1g/Chuk/Akt3/Calml4/Clec4d/Pik3r2/Bcl3/Lsp1/Malt1/Ppp3ca/Pak1/Mapk11/Rela/Il1b/Cd209c/Pycard/Ppp3cb/Relb/Clec4e"
"mmu05205","mmu05205","Proteoglycans in cancer - Mus musculus (house mouse)",136,0.425757559378893,1.67013241601566,0.000420364378255094,0.00303368768917356,0.00174897622242233,1854,"tags=35%, list=17%, signal=29%","Fn1/Tiam1/Met/Thbs1/Fzd7/Itgb1/Hpse/Ppp1cb/Arhgef1/Msn/Raf1/Itpr1/Ptpn11/Rras/Ptpn6/Itga5/Flna/Prkcb/Actg1/Gab1/Itgav/Itpr3/Stat3/Map2k1/Pik3cd/Hgf/Camk2g/Rhoa/Rac1/Iqgap1/Itgb5/Hif1a/Fgfr1/Kras/Ddx5/Akt1/Ctsl/Itgb3/Hcls1/Mapk3/Prkacb/Ccnd1/Esr1/Plau/Araf/Rps6/Ppp1ca"
"mmu04010","mmu04010","MAPK signaling pathway - Mus musculus (house mouse)",192,0.392916135107368,1.61346771545058,0.000443242994934928,0.00303368768917356,0.00174897622242233,1830,"tags=30%, list=17%, signal=25%","Dusp16/Rps6ka2/Met/Nfatc3/Rasgrp1/Dusp5/Map3k5/Raf1/Rap1b/Map4k2/Tgfbr1/Pdgfb/Map4k3/Nr4a1/Rasgrp2/Vegfc/Daxx/Mef2c/Rras/Map3k14/Insr/Tgfbr2/Flna/Prkcb/Nfkb1/Cd14/Map3k8/Dusp7/Map2k1/Map3k6/Hgf/Rap1a/Csf1r/Rac1/Fos/Ppp3r1/Nfatc1/Fgfr1/Kras/Nf1/Gdnf/Dusp2/Akt1/Hspa8/Taok1/Crk/Cacna1d/Mapk3/Pdgfrb/Gadd45g/Prkacb/Dusp3/Cacna1e/Elk4/Stk3/Mapkapk3/Araf"
"mmu05222","mmu05222","Small cell lung cancer - Mus musculus (house mouse)",69,0.510463309064453,1.80524054551769,0.000503308855180199,0.00333827301905234,0.00192457521422289,2160,"tags=39%, list=20%, signal=32%","Fn1/Bcl2/Itgb1/Traf1/Cdkn1b/Pten/Rxra/E2f2/Col4a2/Rb1/Apaf1/Traf3/Itgav/Nfkb1/Pik3cd/Cdk6/Akt1/Nfkbia/Cks2/Gadd45g/Traf5/Ccnd1/Col4a1/Chuk/Akt3/Itga3/Pik3r2"
"mmu05160","mmu05160","Hepatitis C - Mus musculus (house mouse)",117,0.435043081843684,1.67389619862759,0.000524660384316442,0.00341029249805687,0.00196609575596477,2045,"tags=39%, list=19%, signal=32%","Stat2/Raf1/Cd81/Tyk2/Rxra/Nr1h3/E2f2/Rb1/Rnasel/Mx1/Rsad2/Ifit1/Ywhaz/Ifit1bl1/Rigi/Apaf1/Traf3/Cxcl10/Nfkb1/Ikbke/Oas2/Eif2ak2/Stat3/Map2k1/Ywhae/Pik3cd/Irf7/Socs3/Casp8/Oas1a/Oas3/Irf3/Bad/Kras/Eif3e/Cdk6/Akt1/Nfkbia/Mx2/Mapk3/Ccnd1/Araf/Ppp2r1b/Chuk/Akt3/Fas"
"mmu05203","mmu05203","Viral carcinogenesis - Mus musculus (house mouse)",150,0.393611743532894,1.57544768468822,0.000560559874940128,0.00357219528148121,0.00205943566025475,1699,"tags=29%, list=16%, signal=25%","C3/Traf1/Cdkn1b/H2-Q6/Ccnd2/Gsn/Sp100/H2-K1/H2-Q7/Rb1/Il6st/H2-Q4/H2-D1/Ywhaz/Tbpl1/Actn4/Traf3/Rel/Ddx3x/H2-T24/Nfkb1/Eif2ak2/Stat5b/Stat3/Ywhae/Pik3cd/Irf7/Casp8/Rhoa/Rac1/Irf3/Bad/Kras/Scrib/Cdk6/Creb3l2/Dlg1/Nfkbia/Mapk3/Hdac10/Prkacb/Traf5/Ccnd1"
"mmu05144","mmu05144","Malaria - Mus musculus (house mouse)",35,0.610782535022315,1.87043556281935,0.000574940337813434,0.00359337711133396,0.00207164737106865,1131,"tags=37%, list=10%, signal=33%","Cd36/Met/Thbs1/Itgal/Itgb2/Pecam1/Cd81/Klrb1f/Tlr9/Gypc/Il18/Hgf/Ccl2"
"mmu00600","mmu00600","Sphingolipid metabolism - Mus musculus (house mouse)",38,0.588281695187803,1.84097055113504,0.000607886363906749,0.00372760506169233,0.00214903222989874,2547,"tags=58%, list=23%, signal=44%","Cerk/Sgms2/Hexa/Psap/B4galnt1/Sgms1/Cers6/B4galt5/Galc/Sgpl1/Glb1/Asah1/Hexb/B4galt6/Sphk2/Sptlc2/Plpp2/Asah2/Gla/Cers5/Degs1/Gm2a"
"mmu04360","mmu04360","Axon guidance - Mus musculus (house mouse)",96,0.454488691761666,1.69555684721151,0.000883291791321245,0.0053161080033223,0.00306483311608541,1737,"tags=29%, list=16%, signal=25%","Met/Fyn/L1cam/Itgb1/Nfatc3/Sema4a/Raf1/Srgap2/Cxcr4/Ptpn11/Rgs3/Ssh1/Rras/Plxnb3/Nrp1/Epha4/Pik3cd/Ssh2/Camk2g/Rhoa/Rac1/Ppp3r1/Kras/Fes/Sema4d/Mapk3/Ilk/Dpysl2"
"mmu05206","mmu05206","MicroRNAs in cancer - Mus musculus (house mouse)",114,0.436062880642087,1.66474358595568,0.000952414281724253,0.00562790257382513,0.00324458836644817,1794,"tags=31%, list=17%, signal=26%","Ddit4/Notch1/Met/Vim/Thbs1/Bcl2/Cdkn1b/Ccnd2/Pten/Raf1/Pdgfb/E2f2/Zeb2/Bcl2l11/Mdm4/Itga5/Prkcb/Nfkb1/Stat3/Map2k1/Pik3cd/Dnmt3a/Slc7a1/Rhoa/Bmi1/Kras/Cdk6/Crk/Itgb3/Mapk3/Pdgfrb/Ccnd1/Notch2/Abcb1b/Plau"
"mmu05169","mmu05169","Epstein-Barr virus infection - Mus musculus (house mouse)",173,0.385423522103163,1.56461363213169,0.00100989410923616,0.0058609925982456,0.00337896901210597,2045,"tags=32%, list=19%, signal=27%","Vim/Itgal/Bcl2/Cdkn1b/H2-Q6/Ccnd2/Hes1/Stat2/Tyk2/E2f2/H2-K1/H2-Q7/Rb1/H2-Q4/H2-D1/Bcl2l11/B2m/Map3k14/Rigi/Apaf1/Isg15/Traf3/Cxcl10/H2-T24/Nfkb1/Ikbke/Oas2/Eif2ak2/Stat3/Pik3cd/H2-Ob/Irf7/Casp8/Oas1a/Sem1/Oas3/Cd19/Rac1/Irf3/Cdk6/Tap2/Akt1/Nfkbia/H2-DMa/Gadd45g/Traf5/Ccnd1/Ncor2/Nfkbie/H2-T10/H2-Eb1/Sin3a/Calr/Chuk/Akt3/Fas"
"mmu05230","mmu05230","Central carbon metabolism in cancer - Mus musculus (house mouse)",50,0.547403388949716,1.80509830836175,0.00106497924246723,0.00607225006669911,0.00350076279148969,2179,"tags=50%, list=20%, signal=40%","Met/Idh1/Pten/Raf1/Ldhb/Slc16a3/Idh2/Map2k1/Pik3cd/Pfkl/Slc1a5/Hk2/Hk1/Hif1a/Pdha1/Fgfr1/Kras/Akt1/Sirt3/Mapk3/Pdgfrb/Hk3/Akt3/Pik3r2/Pfkm"
"mmu04650","mmu04650","Natural killer cell mediated cytotoxicity - Mus musculus (house mouse)",73,0.497230149708145,1.75134764143184,0.00112012409656009,0.00617017510816999,0.00355721836195711,2221,"tags=40%, list=20%, signal=32%","Sh2d1b1/Fyn/Fcgr4/Itgal/Itgb2/Ptk2b/Raf1/H2-K1/Ptpn11/Sh3bp2/H2-D1/Ptpn6/Prkcb/Map2k1/Pik3cd/Rac1/Ppp3r1/Nfatc1/Kras/Lcp2/Mapk3/Cd244a/Araf/Fcer1g/Icam2/Fas/Pik3r2/Vav3/Ifngr1"
"mmu04060","mmu04060","Cytokine-cytokine receptor interaction - Mus musculus (house mouse)",110,0.429184131574831,1.63583929012611,0.00110339757250222,0.00617017510816999,0.00355721836195711,1447,"tags=25%, list=13%, signal=21%","Ccr2/Il31ra/Ccl9/Ccl6/Tgfbr1/Tnfrsf21/Ltb/Cxcr4/Ebi3/Il2rg/Ccr1/Il6st/Clcf1/Tnfrsf1b/Acvrl1/Csf2rb2/Rell1/Tgfbr2/Il3ra/Cxcl10/Tnfsf14/Il18/Ccl2/Csf1r/Il17ra/Tnfrsf14/Tnfrsf8"
"mmu04072","mmu04072","Phospholipase D signaling pathway - Mus musculus (house mouse)",91,0.447205237505353,1.65724486635226,0.00117020254470004,0.00633859711712523,0.00365431671853698,2169,"tags=40%, list=20%, signal=32%","Plcb1/Agpat4/Cyth3/Dgkh/Fyn/Pik3r6/Agpat3/Adcy7/Ptk2b/Raf1/Pdgfb/Ptpn11/Rras/Insr/Gab1/Map2k1/Pik3cd/Dgkz/Rhoa/Kras/Adcy4/Akt1/Pld1/Sphk2/Mapk3/Pdgfrb/Dgkg/Ralb/Gab2/Plcb3/Fcer1g/Akt3/Dgka/Plpp2/Pik3r2/Adcy9"
"mmu05170","mmu05170","Human immunodeficiency virus 1 infection - Mus musculus (house mouse)",163,0.391583314300224,1.57328634007056,0.0012039755006566,0.00641462356907207,0.00369814735318163,2160,"tags=33%, list=20%, signal=26%","Bcl2/Ptk2b/Nfatc3/H2-Q6/Calm1/Gng2/Raf1/Itpr1/Gnaq/Cxcr4/H2-K1/H2-Q7/Tnfrsf1b/H2-Q4/H2-D1/Bst2/Sting1/Gngt2/B2m/Samhd1/Prkcb/H2-T24/Nfkb1/Itpr3/Map2k1/Pik3cd/Casp8/Gnb1/Rac1/Fos/Ppp3r1/Irf3/Trim30d/Bad/Nfatc1/Kras/Trim12c/Tap2/Akt1/Nfkbia/Crk/Mapk3/Traf5/H2-T10/Gng10/Calr/Chuk/Akt3/Fas/Calml4/Tab2/Cul4b/Pik3r2"
"mmu04670","mmu04670","Leukocyte transendothelial migration - Mus musculus (house mouse)",72,0.46780887068574,1.65194330142514,0.00139107666422682,0.00729193412699541,0.00420393287321517,1252,"tags=28%, list=12%, signal=25%","Itgal/Itgb1/Itgb2/Ptk2b/Afdn/Pecam1/Msn/Rassf5/Rap1b/Vasp/Cxcr4/Ptpn11/Ncf1/Actn4/Prkcb/Actg1/Pik3cd/Rap1a/Rhoa/Rac1"
"mmu04622","mmu04622","RIG-I-like receptor signaling pathway - Mus musculus (house mouse)",49,0.523659481421405,1.72021701189528,0.00182803358758829,0.00943033199946342,0.00543675820535867,1581,"tags=33%, list=15%, signal=28%","Dhx58/Znfx1/Sting1/Ifih1/Rigi/Isg15/Traf3/Cxcl10/Ddx3x/Nfkb1/Ikbke/Irf7/Casp8/Irf3/Nfkbia/Tank"
"mmu00010","mmu00010","Glycolysis / Gluconeogenesis - Mus musculus (house mouse)",40,0.565088814775216,1.78075313447788,0.00187354479723779,0.00951409467347317,0.00548504891296591,2591,"tags=48%, list=24%, signal=36%","Eno3/Akr1a1/Acss1/Aldh2/Aldh1b1/Ldhb/Gpi1/Pfkl/Pgm2/Aldh3a2/Hk2/Hk1/Pdha1/Hk3/Aldh9a1/Pfkm/Pck2/Pfkp/Adpgk"
"mmu04630","mmu04630","JAK-STAT signaling pathway - Mus musculus (house mouse)",91,0.430817236407829,1.59651451614405,0.00231659515760865,0.0115829757880433,0.00667779656768162,2385,"tags=34%, list=22%, signal=27%","Il31ra/Bcl2/Ccnd2/Stat2/Socs6/Raf1/Pdgfb/Tyk2/Il2rg/Ptpn11/Il6st/Clcf1/Csf2rb2/Ptpn6/Il3ra/Stat5b/Stat3/Pik3cd/Socs3/Jak2/Akt1/Il27/Pdgfrb/Ccnd1/Akt3/Il10ra/Pik3r2/Crebbp/Ifngr1/Csf2rb/Socs5"
"mmu04071","mmu04071","Sphingolipid signaling pathway - Mus musculus (house mouse)",99,0.426481278406289,1.598331900796,0.0023747526736092,0.0116938578624695,0.00674172210370714,2228,"tags=37%, list=21%, signal=30%","Plcb1/S1pr5/Fyn/Bcl2/Map3k5/Sgms2/Pten/Raf1/Gnaq/Sgms1/Cers6/Prkcb/Sgpl1/Nfkb1/Ppp2r5c/Asah1/Map2k1/Pik3cd/Rhoa/Rac1/S1pr1/Kras/Akt1/Pld1/S1pr4/Sphk2/Mapk3/Sptlc2/Gab2/S1pr2/Plcb3/Ppp2r1b/Fcer1g/Akt3/Asah2/Pik3r2/Nsmaf"
"mmu04061","mmu04061","Viral protein interaction with cytokine and cytokine receptor - Mus musculus (house mouse)",40,0.554022914413037,1.74588138292214,0.00254226634768122,0.0121710354149441,0.00701682365622687,1399,"tags=35%, list=13%, signal=31%","Ccr2/Ccl9/Ccl6/Cxcr4/Il2rg/Ccr1/Il6st/Tnfrsf1b/Cxcl10/Tnfsf14/Il18/Ccl2/Csf1r/Tnfrsf14"
"mmu05135","mmu05135","Yersinia infection - Mus musculus (house mouse)",116,0.410072114794481,1.57350267392654,0.00255925344154023,0.0121710354149441,0.00701682365622687,2237,"tags=38%, list=21%, signal=30%","Fn1/Rps6ka2/Itgb1/Mefv/Ptk2b/Nfatc3/Arhgef1/Gnaq/Itga5/Actg1/Nfkb1/Il18/Map2k1/Pik3cd/Wipf1/Ccl2/Nlrp3/Rhoa/Rac1/Fos/Irf3/Nfatc1/Akt1/Nlrc4/Arpc5l/Nfkbia/Lcp2/Crk/Mapk3/Elmo1/Arpc5/Dock1/Actr3/Fyb1/Arpc1b/Chuk/Akt3/Tab2/Pik3r2/Itga4/Elmo2/Vav3/Arpc1a/Arpc3"
"mmu05208","mmu05208","Chemical carcinogenesis - reactive oxygen species - Mus musculus (house mouse)",174,0.366286992031289,1.48616010242988,0.00258400444194197,0.0121710354149441,0.00701682365622687,2715,"tags=41%, list=25%, signal=32%","Met/Mgst1/Akr1a1/Map3k5/Ptprj/Pten/Raf1/Ptpn11/Slc25a4/Ahr/Ncf1/Slc25a5/Cox4i1/Atp5f1c/Map3k14/Nfe2l2/Sod1/Prkd2/Nfkb1/Map2k1/Pik3cd/Hgf/Gstm1/Atp5pb/Ndufa10/Rac1/Fos/Cox8a/Bad/Hif1a/Kras/Akt1/Pld1/Atp5pd/Nfkbia/Sdhd/Mapk3/Ndufa13/Keap1/Ndufa8/Araf/Cox7a2l/ND5/Vdac2/Atp5mc1/Atp5po/COX1/Chuk/Akt3/Ndufb3/Ndufs8/Atp5f1d/Ndufb10/Ndufb11/Pik3r2/Cox7b/Cox5b/Atp5mc3/Ndufb5/Ndufb1/Uqcrq/Ndufs2/Cox6c/Ndufc2/Ndufa1/Uqcr11/Ptk2/Vdac1/Cox6b1/Ndufa6/Ndufb9/Ndufa2"
"mmu04540","mmu04540","Gap junction - Mus musculus (house mouse)",49,0.506513825495328,1.66389367573782,0.0028908137791414,0.0134216354031565,0.00773781733364163,1850,"tags=33%, list=17%, signal=27%","Plcb1/Adcy7/Adrb1/Raf1/Itpr1/Pdgfb/Gnaq/Prkcb/Itpr3/Map2k1/Kras/Adcy4/Mapk3/Pdgfrb/Prkacb/Plcb3"
"mmu04724","mmu04724","Glutamatergic synapse - Mus musculus (house mouse)",51,0.513020025249222,1.70280310744734,0.00295345708693531,0.0135193458204785,0.0077941491693771,2025,"tags=41%, list=19%, signal=34%","Plcb1/Glul/Adcy7/Grk3/Gng2/Itpr1/Gnaq/Gngt2/Prkcb/Itpr3/Gnb1/Ppp3r1/Adcy4/Pld1/Cacna1d/Mapk3/Prkacb/Dlg4/Plcb3/Gng10/Grk2"
"mmu04726","mmu04726","Serotonergic synapse - Mus musculus (house mouse)",49,0.500507146135861,1.64416178433559,0.00374872216655865,0.0169213153351606,0.00975544657379298,1986,"tags=43%, list=18%, signal=35%","Plcb1/Alox5/App/Gng2/Raf1/Itpr1/Gnaq/Gngt2/Prkcb/Itpr3/Map2k1/Gnb1/Maob/Kras/Cacna1d/Mapk3/Prkacb/Araf/Plcb3/Gng10/Ptgs1"
"mmu05416","mmu05416","Viral myocarditis - Mus musculus (house mouse)",50,0.51627998299862,1.70246685125555,0.00392800782820396,0.0174877060844697,0.0100819811596295,1855,"tags=38%, list=17%, signal=32%","Fyn/Itgal/Itgb2/H2-Q6/H2-K1/H2-Q7/Sntb1/H2-Q4/H2-D1/Actg1/H2-T24/H2-Ob/Casp8/Eif4g3/Rac1/H2-DMa/Ccnd1/H2-T10/H2-Eb1"
"mmu05100","mmu05100","Bacterial invasion of epithelial cells - Mus musculus (house mouse)",58,0.470945144776922,1.59892809999867,0.004250570922553,0.018668047970672,0.0107624697612295,2277,"tags=50%, list=21%, signal=40%","Fn1/Met/Itgb1/Clta/Itga5/Actg1/Gab1/Pik3cd/Septin6/Rhoa/Cdh1/Rac1/Arpc5l/Crk/Hcls1/Elmo1/Ilk/Septin9/Arpc5/Dock1/Actr3/Arhgap10/Cav2/Arpc1b/Pik3r2/Elmo2/Arpc1a/Arpc3/Cltb"
"mmu04971","mmu04971","Gastric acid secretion - Mus musculus (house mouse)",38,0.526290129007204,1.64697395275237,0.00531807997853513,0.0227417893818937,0.0131110559027597,2169,"tags=42%, list=20%, signal=34%","Plcb1/Atp1a1/Adcy7/Calm1/Kcnj2/Itpr1/Gnaq/Prkcb/Actg1/Itpr3/Camk2g/Adcy4/Prkacb/Plcb3/Calml4/Adcy9"
"mmu05133","mmu05133","Pertussis - Mus musculus (house mouse)",53,0.489314311057256,1.63856747827791,0.00531693983878706,0.0227417893818937,0.0131110559027597,1321,"tags=26%, list=12%, signal=23%","C3/Itgb1/Itgb2/Calm1/Nod1/Itga5/C4b/Nfkb1/Cd14/C1ra/Nlrp3/Rhoa/Fos/Irf3"
"mmu00620","mmu00620","Pyruvate metabolism - Mus musculus (house mouse)",29,0.578680898909151,1.71725830191267,0.0056527465654473,0.0238589952437711,0.013755145436085,2431,"tags=52%, list=22%, signal=40%","Akr1a1/Acss1/Aldh2/Aldh1b1/Ldhb/Aldh3a2/Acat1/Pdha1/Glo1/Hagh/Me2/Aldh9a1/Fh1/Mdh1/Pck2"
"mmu05218","mmu05218","Melanoma - Mus musculus (house mouse)",45,0.509169770881467,1.64299456520683,0.0057702510712051,0.0240427127966879,0.0138610619524225,2160,"tags=51%, list=20%, signal=41%","Met/Pten/Raf1/Pdgfb/E2f2/Rb1/Mitf/Map2k1/Pik3cd/Hgf/Cdh1/Bad/Fgfr1/Kras/Cdk6/Akt1/Mapk3/Pdgfrb/Gadd45g/Ccnd1/Araf/Akt3/Pik3r2"
"mmu05164","mmu05164","Influenza A - Mus musculus (house mouse)",122,0.384658952397123,1.48654862999459,0.00637201397602938,0.0262139815469563,0.0151128379444801,3308,"tags=57%, list=30%, signal=40%","Stat2/Raf1/Tyk2/Rnasel/Slc25a4/Mx1/Rsad2/Slc25a5/Ifih1/Nxf1/Rigi/Apaf1/Traf3/Cxcl10/Prkcb/Actg1/Nfkb1/Ikbke/Oas2/Eif2ak2/Il18/Map2k1/Pik3cd/H2-Ob/Irf7/Socs3/Casp8/Oas1a/Oas3/Ccl2/Nlrp3/Jak2/Irf3/Tlr7/Cdk6/Akt1/Nfkbia/H2-DMa/Mx2/Mapk3/H2-Eb1/Chuk/Akt3/Fas/Pik3r2/Crebbp/Ifngr1/Mavs/Nup98/Icam1/H2-Eb2/Vdac1/Tnfsf10/Rela/Kpna1/Tnfrsf1a/Il1b/Oas1b/Xpo1/Pycard/Oas1g/Cycs/Adar/Nxt2/Tnf/Pml/H2-Oa/Ifnar1/H2-Aa/H2-Ab1"
"mmu04979","mmu04979","Cholesterol metabolism - Mus musculus (house mouse)",30,0.572414393802051,1.7104197611878,0.00677192118100708,0.0262480403860952,0.0151324734857488,1116,"tags=43%, list=10%, signal=39%","Npc2/Cd36/Lpl/Tspo/Pltp/Ldlrap1/Cyp27a1/Nceh1/Mylip/Lrpap1/Abca1/Soat1/Stard3"
"mmu04929","mmu04929","GnRH secretion - Mus musculus (house mouse)",38,0.521033644203106,1.63052429299584,0.00669540311636442,0.0262480403860952,0.0151324734857488,2160,"tags=39%, list=20%, signal=32%","Plcb1/Raf1/Itpr1/Gnaq/Prkcb/Itpr3/Map2k1/Pik3cd/Kras/Akt1/Cacna1d/Mapk3/Plcb3/Akt3/Pik3r2"
"mmu04720","mmu04720","Long-term potentiation - Mus musculus (house mouse)",44,0.496051988552899,1.59009872713291,0.00680625174403896,0.0262480403860952,0.0151324734857488,1854,"tags=45%, list=17%, signal=38%","Plcb1/Rps6ka2/Ppp1cb/Calm1/Raf1/Rap1b/Itpr1/Gnaq/Prkcb/Itpr3/Map2k1/Rap1a/Camk2g/Ppp3r1/Kras/Mapk3/Prkacb/Araf/Plcb3/Ppp1ca"
"mmu04928","mmu04928","Parathyroid hormone synthesis, secretion and action - Mus musculus (house mouse)",69,0.449322619588053,1.58901804790862,0.00651612296542232,0.0262480403860952,0.0151324734857488,1850,"tags=43%, list=17%, signal=36%","Plcb1/Adcy7/Bcl2/Runx2/Arhgef1/Raf1/Mef2d/Itpr1/Gnaq/Rxra/Mef2c/Naca/Prkcb/Itpr3/Pde4b/Map2k1/Mef2a/Wnk1/Rhoa/Fos/Fgfr1/Adcy4/Pld1/Sgk1/Creb3l2/Mapk3/Prkacb/Lrp6/Araf/Plcb3"
"mmu04658","mmu04658","Th1 and Th2 cell differentiation - Mus musculus (house mouse)",61,0.452226388153016,1.56379272642067,0.00669091575749362,0.0262480403860952,0.0151324734857488,1987,"tags=34%, list=18%, signal=28%","Notch1/Nfatc3/Maf/Tyk2/Il2rg/Jag1/Nfkb1/Stat5b/H2-Ob/Maml2/Fos/Ppp3r1/Jak2/Nfatc1/Nfkbia/H2-DMa/Mapk3/Notch2/Nfkbie/H2-Eb1/Chuk"
"mmu04142","mmu04142","Lysosome - Mus musculus (house mouse)",117,0.390412849363866,1.50217440920105,0.00686487210097874,0.0262480403860952,0.0151324734857488,1307,"tags=26%, list=12%, signal=23%","Npc2/Dmxl2/Galns/Ctsb/Slc11a1/Ctsc/Ctsh/Acp5/Acp2/Lamp1/Clta/Hexa/Psap/Igf2r/Lamp2/Naga/Galc/Napsa/Atp6v0c/Glb1/Gnptab/Asah1/Hexb/Scarb2/Tcirg1/Hgsnat/Laptm4a/Cln3/Arsg/Ncoa7"
"mmu05330","mmu05330","Allograft rejection - Mus musculus (house mouse)",28,0.579711014813294,1.72352904785729,0.00744442887292576,0.028133016089545,0.0162191963204502,3308,"tags=61%, list=30%, signal=42%","H2-Q6/H2-K1/H2-Q7/H2-Q4/H2-D1/H2-T24/H2-Ob/H2-DMa/H2-T10/H2-Eb1/Fas/H2-Eb2/Cd40/Tnf/H2-Oa/H2-Aa/H2-Ab1"
"mmu02010","mmu02010","ABC transporters - Mus musculus (house mouse)",29,0.563250896479982,1.67146916351192,0.00838392712916021,0.0313192680112307,0.0180561286024261,1768,"tags=38%, list=16%, signal=32%","Abca9/Abca6/Abcd2/Abcg3/Abcc5/Abcc4/Abcg1/Abca1/Abcc3/Tap2/Abcb1b"
